orgnr;navn;ansatte;hjemmeside;beskrivelse;auto_kategori;auto_ord;auto_typer;manual_informativ (ja/nei);manual_forretningstype
918874224;ACCOUNTFLOW AS;19;accountflow.no;Utvikling og konsulentvirksomhet innen elektronisk databehandling, samt hva dermed står i forbindelse, herunder å delta i andre selskaper med lignende virksomhet.;generic;databehandling elektronisk;consulting/staffing;;
812702742;ACEVE NORGE AS;27;;Fremstilling/salg av programvare og andre produkter som naturlig faller sammen med dette, herunder å delta i andre selskaper med lignende virksomhet, kjøp og salg av aksjer, eller på annen måte gjøre seg interessert i andre foretagender. Konsulentvirksomhet og rådgivning, samt import og salg av relaterte produkter.;specific;faller foretagender fremstilling gjøre interessert måte seg;consulting/staffing, real estate/investment;;
927167778;ADAPTIC TECHNOLOGY AS;32;;Programmeringstjenester.;generic;eringstjenester progra;;;
995221608;ADATO AS;8;www.nettlonn.no;Tilby internettbaserte tjenester, inkludert salg av forbruksvarer over Internett. Selskapet skal også tilby administrative og annen IT relaterte tjenester.;specific;administrative forbruksvarer inkludert internett internettbaserte over tilby;;;
924690496;ADMINKIT AS;16;;Utvikling og salg av programvare, samt virksomhet som naturlig grenser til dette.;generic;grenser;;;
813235552;ADMMIT AS;16;admmit.no;Utvikle, produsere og selge software- og informasjonsteknologi til transportbransjen, bygg- og anleggsbransjen og andre.;specific;anleggsbransjen bygg- software- transportbransjen;;;
916977565;ADNUNTIUS AS;5;www.adnuntius.com;Programmeringstjenester.;generic;eringstjenester progra;;;
947812815;ADONIS AS;13;;Drive med kjøp og salg av elektronisk utstyr, programvare, service, opplæring og konsulent- tjenester, samt alt hva herved står i forbindelse, herunder å delta i andre selskap med lignende virksomhet.;specific;delta elektronisk konsulent- opplæring utstyr;consulting/staffing, hardware/electronics;;
921882327;ADVANTEK DIGITAL AS;7;;Salg av IT løsninger. Konsulentvirksomhet tilknyttet informasjonsteknologi.;boilerplate;;consulting/staffing;;
923242201;ADVISOR AS;14;;Utvikling og salg av dataprogrammer.;generic;dataprogra;;;
925354090;AECOM ENGINEERING TECHNOLOGY SERVICES AS;27;;Programvareutvikling.;boilerplate;;;;
922546592;AEDIL AS;9;;Programvare og produktutvikling.;generic;produktutvikling;;;
919825723;AGE LABS AS;11;agelabs.com;Software. Helse. Bioteknologi.;generic;bioteknologi helse;;;
988669695;AGENS AS;49;www.agens.no;Fremstilling og salg av mobilapplikasjoner og software.;generic;fremstilling mobilapplikasjoner;;;
996738574;AGR SOFTWARE AS;5;;Selskapet skal utvikle og levere software til oljebransjen (operatører og serviceselskap), samt kursing.;specific;kursing oljebransjen operatører serviceselskap;;;
924293438;AGRILOGG AS;6;;Systemutvikling av webløsning for landbruket, samt salg, support og drift av programvare.;specific;landbruket support systemutvikling webløsning;operations/hosting;;
929200276;AIBA AS;9;;Utvikling av IKT-baserte tjenester.;generic;ikt-baserte;;;
927384302;AIDN AS;142;www.aidn.no;Utvikle og levere datatjenester til bruk for helsevesenet.;specific;bruk datatjenester helsevesenet;;;
933876179;AIMZ AS;6;;Programmering.;generic;ering progra;;;
931971786;AIRIT AS;9;www.airit.no;AirIT leverer moderne sikkerhetsløsninger ved aktiv bruk av skytjenester.;specific;airit aktiv bruk leverer moderne sikkerhetsløsninger skytjenester;product/SaaS;;
923378685;AIZE AS;103;;Å utvikle og selge software og digitale løsninger som brukes i den globale olje- og gassindustrien, å utvide slikt for anvendelse i annen industri samt tilby software og digitale løsninger som abonnementstjenester for kunder både innenfor og utenfor olje- og gassindustrien.;specific;abonnementstjenester anvendelse brukes digitale gassindustrien globale industri olje- slikt tilby utenfor utvide;product/SaaS;;
940456584;AKKODIS EDGE NORWAY AS;36;;Utvikling, produksjon og markedsføring av data produkter og tilknyttede tjenester, samt deltagelse i andre selskaper og hva hermed står i forbindelse.;specific;deltagelse selskaper tilknyttede;;;
971125756;AKKODIS GROUP NORDICS AS;6;www.datarespons.no;Eie og forvalte aksjer og andre selskapsandeler, samt kjøp og salg av fast eiendom og annen virksomhet som står i naturlig sammenheng med dette.;specific;eie enheng forvalte selskapsandeler;real estate/investment;;
980665895;AKKODIS NORWAY R&D SERVICES AS;72;;Programmeringstjenester.;generic;eringstjenester progra;;;
927613298;AKSIO INSURTECH AS;8;;Utvikling av systemer for pensjonskasser, pensjonsfond og legater, slik at disse bruker de utviklede systemene for å: beregne pensjonsforpliktelser mm, forvaltning og administrasjon av pensjonsordnigene. Bistand mot pensjonskasser basert på timeavtaler.;specific;administrasjon basert beregne bruker disse forvaltning legater pensjonsfond pensjonsforpliktelser pensjonskasser pensjonsordnigene systemene timeavtaler utviklede;;;
830340882;ALBA TECH AS;12;;Utvikling av app og tjeneste.;generic;app;product/SaaS;;
983607780;ALLEGRO KOMMUNIKASJON AS;27;;"Reklametjenester, grafiske og interaktive tjenester; herunder programutvikling, publiseringsløsninger, webdesign, videoportal og film.";specific;film grafiske interaktive programutvikling publiseringsløsninger reklametjenester videoportal webdesign;;;
934608852;ALLEGRO NORDIC AS;7;;Programvareutvikling.;boilerplate;;;;
921147325;ALPHA SOLUTIONS NORGE AS;5;www.alpha-solutions.no;Utvikling, salg og integrasjon av programvare samt annen virksomhet beslektet med dette, herunder support, drift, rådgivning og konsulentvirksomhet.;specific;beslektet integrasjon support;consulting/staffing;;
937396783;AMADEUS NORWAY AS;5;www.amadeus.com/en;Markedsføre datatekniske kommunikasjonssystemer og dermed forbunden virksomhet.;specific;datatekniske forbunden markedsføre unikasjonssystemer;;;
831163542;AMBR INSTITUTE AS;5;;Programmering.;generic;ering progra;;;
968489127;AMITEC AS;44;www.amitec.no;Drive handel, import, eksport, agentur, konsulent- virksomhet og produktutvikling, samt hva hermed står i forbindelse. Videre investeringsvirksomhet gjennom deltagelse i andre selskaper og annen finansiell virksomhet.;specific;agentur deltagelse finansiell gjennom investeringsvirksomhet konsulent- produktutvikling selskaper videre;consulting/staffing, real estate/investment;;
940474639;AMS AS;23;;Utvikling, produksjon og markedsføring av data- teknologi og systemer. Rådgivning innen integrering av datateknologi i produksjons- bedrifter. Andre oppgaver som står i nær til- knytning til det foran nevnte. Deltagelse i annen virksomhet ved aksjekjøp eller lignende.;specific;aksjekjøp data- datateknologi deltagelse foran integrering knytning nær oppgaver produksjons- til-;consulting/staffing;;
893938192;ANAQUA FOREIGN FILING AS;6;;Anaqua Foreign Filing opptrer som en tjenesteleverandør for beskyttelse av immatrielle eiendeler og rettigheter for søsterselskapet Anaqua Services Inc.;specific;anaqua atrielle beskyttelse eiendeler filing foreign inc opptrer rettigheter services søsterselskapet tjenesteleverandør;;;
919512113;ANITA SYSTEMS AS;6;;Programmeringstjenester. Grafisk produksjon.;specific;eringstjenester grafisk progra;;;
929804538;ANKERDB AS;6;;Utvikle og kommersialisere programvare for byggenæringen, og alt som naturlig hører ved.;generic;byggenæringen ersialisere;;;
888777032;ANSUR TECHNOLOGIES AS;6;;Programvareutvikling for å overføre bilder, video og strømmetjenester i optimal kvalitet ved bruk av minimalt med båndbredde. Løsningene er spesielt utviklet for lav båndbredde, som satellitt- og radiokommunikasjon. Virksomheten er av både nasjonal og internasjonal karakter. Selskapet kan eie eierandeler i andre selskap.;specific;bilder bruk båndbredde eie eierandeler etjenester internasjonal karakter kvalitet lav løsningene minimalt nasjonal optimal overføre radioko satellitt- spesielt strø unikasjon utviklet video;games/media;;
985802572;ANTENOR-OTG AS;12;;Utvikle og selge programvare innen virksomhetstyring, kvalitet/risiko og HMS konsulenttjenester innen virksomhetsstyring, kvalitet, risiko, HMS og teknisk sikkerhet.;specific;hms kvalitet risiko sikkerhet teknisk virksomhetsstyring virksomhetstyring;consulting/staffing;;
914490944;ANZYZ TECHNOLOGIES AS;9;www.anzyz.com;Utvikling av algoritmer og tilsvarende for analyse av store datamengder.;specific;algoritmer analyse datamengder store;;;
913376811;APEX IT AS;14;apexapp.no;IT bransjen ved salg, drift, utvikling og support av software, utviklingstjenester og driftstjenester. Samt salg og support av IT relatert utstyr.;specific;bransjen driftstjenester support utstyr utviklingstjenester;hardware/electronics;;
998850371;APLIA AS;22;;Konsulenttjenester knyttet til utvikling av webløsninger tilpasset kundegruppers behov, rådgivning og opplæring, samt annen virksomhet som står i naturlig tilknytning til dette.;specific;behov knyttet kundegruppers opplæring tilpasset webløsninger;consulting/staffing;;
984902638;APOKUS AS;12;;Opplærings- og utviklingsvirksomhet for apotekbransjen.;specific;apotekbransjen opplærings- utviklingsvirksomhet;;;
919513586;APPARAT AS;10;www.apparat.no;Produkt- og tjenesteutvikling innen IT, design og film.;specific;design film produkt- tjenesteutvikling;;;
919697199;APPFARM AS;52;;Levere IT-tjenester og drive programvareutvikling. Selskapet skal også kunne investere i andre selskaper.;specific;investere kunne selskaper;;;
918843493;APPLIED AUTONOMY AS;8;www.appliedautonomy.no;Utvikling og salg av informasjonsteknologi for kjøretøy og transportsystemer.;generic;kjøretøy transportsystemer;;;
935269695;APROODOS AS;7;;Programvareutvikling.;boilerplate;;;;
920419372;APTIC NORWAY AS;8;;Programmerings- og konsulentvirksomhet gjennom å utvikle og forvalte system- og webløsninger. Dette inkluderer kjøp og salg av hard- og software. Selskapet har anledning til å eie og forvalte verdipapirer og investere i andre selskap.;specific;anledning eie erings- forvalte gjennom har hard- inkluderer investere progra system- verdipapirer webløsninger;consulting/staffing;;
931851926;AQUILA HASH AS;6;;"IT-tjenester, inkludert utvikling og markedsføring av informasjonsteknologi, utvikling av datasystemer og rådgivning om integrering av datasystemer. Internasjonal handel med datautstyr, maskiner og medisinsk utstyr, farmasøytiske produkter og husholdingsprodukter; Bedriftsrådgivning, inkludert e-handel, konferansetjenester, HR-tjenester og konsulenttjenester innen prosjektinvestering.";specific;bedriftsrådgivning datautstyr e-handel farmasøytiske hr-tjenester husholdingsprodukter inkludert integrering internasjonal konferansetjenester maskiner medisinsk prosjektinvestering utstyr;consulting/staffing, hardware/electronics;;
921542453;ARCTIC CORE AS;5;;Investeringer i informasjonsteknologi, salg av programmeringstjenester, konsulentvirksomhet tilknyttet informasjonsteknologi, investeringer i datasentre, aktiv deltakelse i driften av slike datasentre, og tilhørende virksomhet.;specific;aktiv datasentre deltakelse driften eringstjenester progra slike tilhørende;consulting/staffing, real estate/investment;;
912017818;ARDOQ AS;136;www.ardoq.com;Produktutvikling, konsulenttjenester, salg av produkter, investering i lignende selskaper innenfor IT.;generic;produktutvikling selskaper;consulting/staffing, real estate/investment;;
927439441;AREALIZE AS;13;;Virksomheten skal utvikle og selge programvare til eiendomsbransjen, bygg- og anleggsbransjen og andre bransjer der selskapets programvare kan benyttes, samt å yte tilhørende eller nærliggende tjenester. Dette kan også innebære investering i andre selskaper, samt annen virksomhet som naturlig faller inn under denne foretningsvirksomhet.;specific;anleggsbransjen benyttes bransjer bygg- denne der eiendomsbransjen faller foretningsvirksomhet inn innebære nærliggende selskaper tilhørende yte;real estate/investment;;
933216748;ARK SOLUTION NORWAY AS;5;;Konsulenttjenester innen IT. Programmering. WEB-design. Drift av web-portaler.;specific;ering progra web-design web-portaler;consulting/staffing, operations/hosting;;
964675279;ARMADA DYNAMICS AS;12;www.armadadynamics.no;IT leverandør. Software til forretningskritiske prosesser.;specific;forretningskritiske leverandør prosesser;;;
918487328;ARRIBATEC NORGE AS;78;;Konsulenttjenester (implementering og support) relatert til egenutviklet og 3-parts ERP-software. Salg av software. Utvikling av software.;specific;egenutviklet erp-software implementering parts support;consulting/staffing;;
929098609;ARTI CONSULT AS;6;;Vi utvikler nettsider og markedsfører bedrifter digitalt via tjenester som Google Ads, Facebook Ads og andre tilsvarende plattformer. I tillegg tilbyr vi tjenester innen produksjon av innhold til bruk digitalt, artikler, nyhetersbrev og lignende, og driftsavtaler.;specific;ads artikler bruk digitalt driftsavtaler facebook google innhold markedsfører nettsider nyhetersbrev plattformer tilbyr tillegg via;product/SaaS;;
925364967;ARTIFIK AS;7;;Utvikling, markedsføring og salg av IT-baserte løsninger.;generic;it-baserte;;;
919300388;ARTISAN CONSULTING AS;11;;Programvare utvikling, konsulenttjenester, kjøp og salg av elektronikk og utvikling av elektroniske løsninger.;generic;elektronikk elektroniske;consulting/staffing, hardware/electronics;;
814881512;ARUNDO ANALYTICS AS;10;www.arundo.com;Utvikling av programvare, analyse av store datamengder (big data), og dertil tilhørende virksomhet.;specific;analyse big datamengder dertil store tilhørende;;;
997061535;ARV DESIGN AS;6;;Å utvikle og drifte innovative applikasjoner for den mobile teknologien rettet mot kundegrupper innen klær og moter globalt.;specific;applikasjoner globalt innovative klær kundegrupper mobile moter rettet teknologien;product/SaaS;;
922686408;ASCENIUM AS;8;www.ascenium.com;Programmering og databehandling samt gjøre investeringer i lignende virksomheter.;specific;databehandling ering gjøre progra;real estate/investment;;
933155633;ASENTI AS;5;;Programmering.;generic;ering progra;;;
915017096;ASK UNDERVISNING AS;36;;Forvaltning og drift av IT-systemer.;generic;forvaltning it-systemer;operations/hosting;;
989974300;ASKI RASKI AS;7;www.askiraski.no;Utvikling og salg av undervisningsprogrammer, kursing, samt hva herved står i forbindelse.;generic;kursing undervisningsprogra;;;
937007833;ASTAR CONSULTING AS;8;;Programvareutvikling.;boilerplate;;;;
979543719;AT WORK SYSTEMS AS;6;www.atworklogin.com;Konsulentvirksomhet og salg av tjenester tilknyttet system- og programvare, samt delta i andre selskaper med økonomisk interesser.;specific;delta interesser selskaper system- økonomisk;consulting/staffing;;
927074915;ATLAS AS;15;;Utvikle og selge programvare innenfor informasjonsteknologi, samt levere generelle konsulenttjenester, og alt som kan knyttes til denne type virksomhet. Selskapet skal også kunne investere i andre selskaper.;specific;denne generelle investere knyttes kunne selskaper;consulting/staffing;;
994202367;ATTENSI AS;111;www.attensi.com;Programvareutvikling IT.;boilerplate;;;;
925044237;AUCOTEC NORWAY AS;8;;Utvikling, salg og vedlikehold av programvare, herunder konsulentvirksomhet.;boilerplate;;consulting/staffing;;
911989417;AUGMENTCITY AS;5;www.offsim.no;Utvikle og selge simulerings- og visualiseringsløsninger.;generic;simulerings- visualiseringsløsninger;;;
920774911;AURORA SYSTEMS AS;7;;Utvikling og utgivelse av programvare samt det som naturlig står i forbindelse med dette.;generic;utgivelse;;;
922421544;AUTILITY AS;13;;Konsulent- og servicetjenester mot eiendomsbransjen.;specific;eiendomsbransjen konsulent- servicetjenester;consulting/staffing, real estate/investment;;
917616159;AUTODESK NORWAY OPERATIONS AS;100;;Programvareutvikling og salg til eiendomsmarkedet.;generic;eiendomsmarkedet;real estate/investment;;
922821127;AVENSIA AS;5;;Salg, konsultasjon og produktutvikling av IT-relaterte produkter.;specific;it-relaterte konsultasjon produktutvikling;;;
996662144;AVENTIA MEDIA AS;16;www.aventia.no;Konsulentvirksomhet, programmeringstjenester.;generic;eringstjenester progra;consulting/staffing;;
922686416;AVILO AS;7;;Utvikling av programvare og videresalg av dette. Softwareutvikling.;generic;softwareutvikling videresalg;;;
916559399;AVJU SOLUTIONS AS;20;;Utvikling av produkter og programvare til overvåkning.;generic;overvåkning;;;
926559745;AXAZ AS;70;;Utvikle, selge og levere tjenester til bedriftsmarkedet som bidrar til å akselerere kundenes innovasjon og forretningsutvikling gjennom bruk av data, og annet som naturlig faller sammen med dette.;specific;akselerere bedriftsmarkedet bidrar bruk faller forretningsutvikling gjennom innovasjon kundenes;;;
998392497;AXBIT AS;9;;Utvikling og salg av informasjonsteknologi og programvare, herunder konsulenttjenester.;boilerplate;;consulting/staffing;;
978661211;AXIA AS;11;;Drive med EDB-tjenester, handels- og konsulenttjenester, kjøp og salg av fast eiendom.;generic;handels-;consulting/staffing, real estate/investment;;
931050478;AXIOM GROUP AS;7;www.axiomgroup.no;Bedrive konsulentvirksomhet og produktutvikling innen IT-området samt det som står i naturlig forbindelse med dette. Selskapet skal forvalte fast eiendom og løsøre samt foreta investeringer.;specific;bedrive fast foreta forvalte it-området løsøre produktutvikling;consulting/staffing, real estate/investment;;
919573619;BAMBOO SOLUTIONS AS;6;;Programmering av dataløsninger og salg av disse til bedrifts- og privatmarkedet i Norden.;specific;bedrifts- dataløsninger disse ering norden privatmarkedet progra;;;
987917342;BARDE SOFTWARE AS;7;www.barde.ai;Utvikling, salg og utleie av IT og Informasjonsløsninger. Web-baserte tjenester, konsulent, drift samt alt hva herved står i forbindelse.;generic;informasjonsløsninger web-baserte;consulting/staffing;;
976071166;BARN - NETT AS;11;www.barn-nett.no;Konsulentvirksomhet, samt utvikling og salg av dataprogrammer.;generic;dataprogra;consulting/staffing;;
999159958;BARNFIND TECHNOLOGIES AS;10;;Utvikling, produksjon, salg og markedsføring av tekniske produkter til flere bransjer som trenger video, audio, data og IP løsninger.;specific;audio bransjer flere tekniske trenger video;games/media;;
916382774;BAYMARKETS AS;8;www.baymarkets.com;Systemutvikling innen finansiell teknologi.;generic;finansiell systemutvikling;;;
983977413;BB COMPUTERTEKNIKK AS;16;;Utvikling av kontroll- og computersystemer for logistikk.;specific;computersystemer kontroll- logistikk;;;
915224628;BE YOUR BEST AS;8;www.beyourbest.com;Programvareutvikling.;boilerplate;;;;
933660192;BECRYSTAL AS;9;becrystal.ai;Programmering.;generic;ering progra;;;
922304521;BEDFORD CONSULTANCY SERVICES AS;5;;Bedriftsrådgivning, salg og formidling av IT-løsninger med tilhørende tjenester samt annet som står i forbindelse med dette, inkludert deltakelse i andre selskap.;specific;bedriftsrådgivning deltakelse formidling inkludert tilhørende;;;
935219345;BEDROCK GROUP AS;5;;Programvareutvikling.;boilerplate;;;;
937951612;BENFORD TEKNOLOGI AS;10;;Programvareutvikling.;boilerplate;;;;
928913244;BEVART AS;6;;Utvikler en programvare tilpasset museenes behov, og tar i bruk smart sensorikk for å gi konservatorer sanntidsoversikt over klimatiske forhold.;specific;behov bruk forhold klimatiske konservatorer museenes over sanntidsoversikt sensorikk smart tar tilpasset;hardware/electronics;;
946944483;BIBLIOTEK-SYSTEMER A/S;26;;Salg av edb-utstyr og programvare, rådgivning og konsulentvirksomhet og hva dermed står i for- bindelse, herunder deltakelse i andre selskaper og virksomheter.;specific;bindelse edb-utstyr for-;consulting/staffing, hardware/electronics;;
914721091;BIFROST OG DRAUPNE AS;7;;Investere i aksjer, verdipapirer og andre selskapsandeler, samt hva hermed står i forbindelse.;specific;investere selskapsandeler verdipapirer;real estate/investment;;
920148867;BILBERRY TECHNOLOGIES AS;12;www.bilberry.no;Utvikling og drift av programvare, samt konsulenttjenester tilknyttet informasjonsteknologi.;boilerplate;;consulting/staffing, operations/hosting;;
996528324;BILLINK AS;6;www.billink.no;Utvikling, salg og support av programvare, konsulentvirksomhet.;generic;support;consulting/staffing;;
924645385;BILLIONWORLDS AS;5;;Lager dataspill som selges elektronisk til mobilplattformer gjennom Apple sin Appstore og Google sin Play store, samt til PC/Laptop via nettbutikken Steam.;specific;apple appstore dataspill elektronisk gjennom google lager laptop mobilplattformer nettbutikken play selges sin steam store via;;;
924455926;BIM2SHARE AS;7;www.bim2share.no;Utvikling. salg og vedlikehold av programvare, omsetning av tilhørende konsulenttjenester, samt alt som står i forbindelse med dette.;generic;omsetning tilhørende;consulting/staffing;;
927018829;BIODRONE AS;9;;Utvikling av programvare. Rådgivning dronetjenester. Salg av droner. Utføre dronetjenester.;specific;droner dronetjenester utføre;consulting/staffing;;
918714510;BIRDSVIEW AS;14;;Utvikle programvarer og tjenester for å undersøke tilstanden til kritisk infrastruktur.;specific;infrastruktur kritisk tilstanden undersøke;;;
922808848;BIZTEK AS;32;www.biztek.no;Utvikle, forvalte og drifte egne og andres IT-løsninger, salg av service- og konsulenttjenester, samt annen virksomhet som har sammenheng med dette.;specific;andres egne enheng forvalte har service-;consulting/staffing;;
918887520;BK ONCODE AS;6;;Produksjon av hjemmesider og grafisk design. Programmering og salg av datautstyr/programvare.;specific;datautstyr design ering esider grafisk hje progra;;;
926707345;BLDNG.AI AS;11;;Kjøp, salg, utvikling og produksjon av teknologi, programmeringstjenester og tilknyttet konsulentvirksomhet rettet mot eiendom. Selskapet skal også investere i tilknyttet virksomhet.;specific;eringstjenester investere progra rettet;consulting/staffing, real estate/investment;;
914185742;BLI SYNLIG AS;8;;"Webbyrå; totalleverandør av hjemmesider, webutvikling og grafisk design til privatpersoner og bedrifter. Bistand med å øke synligheten i søkemotorer og sosiale medier, samt rådgivning.";specific;design esider grafisk hje medier privatpersoner sosiale synligheten søkemotorer totalleverandør webbyrå webutvikling øke;consulting/staffing;;
933063976;BLOOMLET TECHNOLOGIES AS;7;bloomlet.com;Programmering.;generic;ering progra;;;
996296490;BLUE CTRL AS;21;www.bluectrl.io;Yte tjenester til maritim virksomhet.;generic;maritim yte;;;
989707906;BLUWARE AS;17;bluware.com;Utvikle og selge kommersielle produkter og tjenester innen informasjonsteknologi;generic;ersielle;;;
931549383;BOITANO OSLO AS;52;www.boitano.no;Konsulenttjenester innen IT. Programmering.;generic;ering progra;consulting/staffing;;
915295797;BOLDER TECHNOLOGY AS;7;www.bolder.no;Utvikling av digitale og analoge systemer, utstyr og tjenester for underholdning, trening og læring, samt levering av personell og kunnskap i denne forbindelse.;specific;analoge denne digitale kunnskap levering læring personell trening underholdning utstyr;hardware/electronics;;
893829342;BOMAN AS;5;;Utvikling og salg av egenutviklede IT-systemer.;generic;egenutviklede it-systemer;;;
932435985;BONESHOCK STUDIO AS;11;;Software og dataspillutvikling.;generic;dataspillutvikling;;;
935338905;BOOKBUILD AS;6;;Programvareutvikling.;boilerplate;;;;
917362394;BOOST AI AS;96;boost.ai;IT: Programmeringstjenester Konsulentvirksomhet tilknyttet informasjonsteknologi.;generic;eringstjenester progra;consulting/staffing;;
918614273;BOTNEVIK IT TJENESTER AS;5;bitt.no;Utvikling og drift av IT systemer, innkjøp og videresalg av tilhørende fastvare, samt virksomhet i tilknytning til dette. Selskapet skal også kunne holde aksjer og andeler i andre selskap.;specific;fastvare holde innkjøp kunne tilhørende videresalg;operations/hosting, real estate/investment;;
996756246;BOUVET NORGE AS;2270;www.bouvet.no;Rådgivning, systemutvikling og implementering av IT-løsninger samt annen virksomhet som har sammenheng med dette. Virksomheten kan drives av selskapet selv. av datterselskaper eller gjennom deltakelse i andre selskaper eller i samarbeid med andre.;specific;datterselskaper deltakelse drives enheng gjennom har implementering samarbeid selskaper selv systemutvikling;consulting/staffing;;
996941566;BRANDSAFE AS;5;;Utvikling og salg av programvare.;boilerplate;;;;
993492353;BRAVONET AS;21;;IT basert konsulentvirksomhet innen kravspesifisering, systemutvikling, programmering, database og prosjektledelse.;specific;basert database ering kravspesifisering progra prosjektledelse systemutvikling;consulting/staffing;;
918166769;BREACH AS;28;;Produksjon, konsulenttjenester, forskning og utviklingsarbeid innen IKT for både sluttbruker og industri. Utgivelse av dataspill. Utgivelse av annen programvare.;specific;dataspill forskning industri sluttbruker utgivelse utviklingsarbeid;consulting/staffing;;
932406667;BREEZE IP AS;5;;Programmering.;generic;ering progra;;;
917895317;BREVIO AS;7;www.brevio.com;Utvikling, markedsføring og salg av webbaserte kommunikasjonsplattformer, som skal selges direkte til bedriftskunder.;specific;bedriftskunder direkte selges unikasjonsplattformer webbaserte;;;
922998337;BRICKS SOFTWARE AS;11;;Internettdesign og programmering.;specific;ering internettdesign progra;;;
999643671;BRIK AS;12;brik.no/;Utvikle og selge programvare og tilhørende tjenester, samt alt som hører naturlig til dette.;generic;tilhørende;;;
912272389;BRILLIANT AS;54;www.brilliant.no;Utvikling og levering av programvare og tjenester, samt delta i eller eie virksomhet som står i naturlig sammenheng med dette.;specific;delta eie enheng levering;;;
915343716;BROKER AS;71;;Salg av annonser i selskapets datasystem, samt arbeide med utvikling innenfor samme fagfelt og eventuelt deltagelse i selskap med samme teknologi.;specific;annonser arbeide datasystem deltagelse eventuelt fagfelt;;;
916004702;BROS INTERACTIVE AS;5;;Programvareutvikling og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av eiendom, aksjer eller på annen måte gjøre seg interessert i andre foretak.;specific;delta foretak gjøre interessert måte seg;real estate/investment;;
992631481;BRYHNI.COM AS;10;www.bryhni.com;Konsulentvirksomhet, utvikling av programvare og elektronikk, rådgivning, investering i andre selskaper, utleie og handel.;generic;elektronikk selskaper;consulting/staffing, hardware/electronics, real estate/investment;;
997090462;BUILDIT AS;10;buildit.no/;Utvikling, drift og salg av programvare, samt dertil hørende virksomhet.;generic;dertil hørende;;;
992853905;BUSINESS ONLINE AS;11;iqubes.no;Systemutvikling, salg av programvare, kurs og opplæring, konsulentvirksomhet.;specific;kurs opplæring systemutvikling;consulting/staffing;;
917139369;BUSTBYTE AS;14;bustbyte.no;Utvikling av applikasjoner, programmeringstjenester og konsulenttjenester innen IT.;specific;applikasjoner eringstjenester progra;product/SaaS, consulting/staffing;;
997586697;BX SOFTWARE AS;10;;Utvikling av programvare.;boilerplate;;;;
926476327;BÅRD STYREPORTAL AS;6;;Utvikling og salg av programvare.;boilerplate;;;;
